Name,Rating,Description,Prep Time,Cook Time,Total Time,Servings,Ingredients,Image URL,prep_mins,cook_mins,total_mins,wait_mins,Category Code,Category Name,Category Description,llm_cuisine
Armenian-Style Potato Salad,4.4,"Potato salad is the first food I remember eating, so I really do have a deep emotional attachment, but every so often, I crave something completely different—and this Armenian-style potato salad is completely different. And completely delicious. Serve drizzled with more olive oil and garnished with more fresh mint.",15 mins,15 mins,3 hrs 30 mins,8,"3 pounds Yukon Gold potatoes, peeled, quartered, and sliced into 1/4-inch pieces | 1 tablespoon kosher salt, or more to taste | 1 tablespoon dried mint, divided | ½ cup mild olive oil, divided | 1 large red onion, diced | ½ cup diced red bell pepper | 2 cloves garlic, minced | ⅓ cup lemon juice, or more to taste | ½ cup thinly sliced green onions | ¼ cup chopped fresh mint | 2 tablespoons chopped fresh Italian parsley | ¼ teaspoon freshly ground black pepper | ¼ teaspoon Aleppo chili flakes | 1 pinch cayenne pepper",,15.0,15.0,210.0,180.0,E,Long Wait,Wait time > 30 min,Other
Mexican-Style Sweet Cornbread,5.0,"This Mexican sweet cornbread (or ""tamalito"") is a cross between cornbread and pudding. You can serve this as a side dish or as dessert.",5 mins,45 mins,50 mins,8,"1 (8.5 ounce) package dry corn muffin mix (such as Jiffy®) | 1 (14.25 ounce) can sweet cream-style corn | ¼ cup butter, melted | ¼ cup white sugar | ¼ cup water | ¼ teaspoon salt",https://www.allrecipes.com/thmb/PAITbkB04wfWSa5djmQnMlDRLu0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7906123-a27e004fdf6a44179f5aa50d47af3f94.jpg,5.0,45.0,50.0,0.0,B,"Medium, No-Wait","30 < total ≤ 60 min, no wait",American
Poor Man's Crab Cakes,3.9,Economical way to make tasty crab cakes. Use whatever cheese you have on hand or enjoy to make these.,30 mins,45 mins,1 hr 45 mins,6,"3 cold baked potatoes | ½ cup butter | ½ cup chopped bell pepper | ½ cup chopped onion | ½ cup diced celery | ½ cup milk | 1 pound imitation crabmeat, flaked and chopped | ½ cup shredded Cheddar cheese | ¼ cup chopped fresh dill | 1 pinch salt to taste | 2 eggs, beaten | 1 tablespoon olive oil",https://www.allrecipes.com/thmb/i-TChxRIpqCs9X6zu_zrLVokNKY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/680733-13bd9a14c18c49809430d8076af77228.jpg,30.0,45.0,105.0,30.0,D,Short Wait,Wait time 1-30 min,American
Antipasto Squares,4.7,"These clever antipasto squares are made by topping crescent roll dough with layers of roasted red bell pepper, deli meats, and sliced cheese, topped with another layer of dough and baked until golden, cheesy, and delicious.",15 mins,45 mins,1 hr,10,"2 (10 ounce) cans refrigerated crescent dinner rolls | ¼ pound thinly sliced boiled ham | ¼ pound thinly sliced provolone cheese | ¼ pound thinly sliced Swiss cheese | ¼ pound thinly sliced Genoa salami | ¼ pound thinly sliced pepperoni sausage | 1 (12 ounce) jar roasted red peppers, drained, cut into thin strips | 3 eggs | 3 tablespoons grated Parmesan cheese | ½ teaspoon ground black pepper",,15.0,45.0,60.0,0.0,B,"Medium, No-Wait","30 < total ≤ 60 min, no wait",Italian
Mom's Mandelbrot,4.6,"This mandelbrot recipe is the Jewish equivalent to biscotti. It was handed down through three generations, though I added the mini chocolate chips. The cookies are twice baked, first in logs and then in slices. Store this in an airtight container, and the cookies will keep for about two weeks.",20 mins,35 mins,55 mins,36,3 eggs | ¾ cup vegetable oil | 1 cup sugar | 1 teaspoon vanilla extract | 3 cups all-purpose flour | ¼ teaspoon salt | 1 teaspoon baking powder | 1 cup mini semisweet chocolate chips | 1 cup coarsely chopped almonds,https://www.allrecipes.com/thmb/Vhw_Cks4cWCHO-uSv0KADkPV2O0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4015647-a8f1c93836d1445dbeed557b1f1afa2f.jpg,20.0,35.0,55.0,0.0,B,"Medium, No-Wait","30 < total ≤ 60 min, no wait",Other
Peppy's Pita Bread,4.7,It's easy to make homemade pita-style bread in your own oven using this easy-to-follow recipe.,30 mins,15 mins,3 hrs 20 mins,8,1 ⅛ cups warm water (110 degrees F/45 degrees C) | 3 cups all-purpose flour | 1 teaspoon salt | 1 tablespoon vegetable oil | 1 ½ teaspoons white sugar | 1 ½ teaspoons active dry yeast,,30.0,15.0,200.0,155.0,E,Long Wait,Wait time > 30 min,Other
Low-Carb Keto Cheese Taco Shells,4.9,"Try this keto taco shells recipe made from baked Cheddar cheese and shaped into a taco. These are a great gluten-free, low-carb, and keto option.",10 mins,10 mins,30 mins,4,2 cups shredded Cheddar cheese,https://www.allrecipes.com/thmb/fDSvmgGMgOUSh10rieiABhbiU4U=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9302102-dd61ea9bc96f4c06b6d38c4f339973ef.jpg,10.0,10.0,30.0,10.0,D,Short Wait,Wait time 1-30 min,Mexican
Easy Oreo Truffles,4.8,"These Oreo truffles are delicious and easy to make with Oreo cookies, cream cheese, and semisweet chocolate. These sweet little treats are a great addition to your holiday cookie tray.",35 mins,5 mins,1 hr 40 mins,42,"2 (8 ounce) packages semisweet baking chocolate | 16 ounces Oreo cookies, divided | 1 (8 ounce) package cream cheese, softened",,35.0,5.0,100.0,60.0,E,Long Wait,Wait time > 30 min,American
Cheese Filling,4.9,"This cream cheese filling can be used in sweet breads, kolachkes, and braids or even dropped in the center of chocolate cupcakes. It tastes like cheesecake, and everyone loves it. It's yummy but loaded with calories.",10 mins,,10 mins,24,"2 (8 ounce) packages cream cheese, room temperature | 1 cup white sugar | 1 large egg yolk | 1 teaspoon vanilla extract",https://www.allrecipes.com/thmb/Afd1qk0dzoI_JXP11Xvkkoj7BpE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2566845-3bd426fafae1480f9af3b6475fde459c.jpg,10.0,,10.0,0.0,,,,American
French-Canadian Gorton Pork Spread,4.4,"Old gorton recipe from French-Canadian Memere (Grandma). Delicious and spicy pork spread for sandwiches. Pronounced ""gah-ton."" Enjoy on a sandwich with mustard or eat alone.",5 mins,1 hr 5 mins,1 hr 10 mins,16,"1 pound lean pork butt, cut into pieces | 1 onion, chopped | ½ teaspoon ground cinnamon | ¼ teaspoon ground cloves | salt and black pepper to taste",https://www.allrecipes.com/thmb/Ad905EoKzF96H29j2CEpI5scBJA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9441236-b9d56869b49b42a192b056d07e40dd75.jpg,5.0,65.0,70.0,0.0,C,"Long, No-Wait","Total time > 60 min, no wait",Other
Pinoy Chicken Adobo,3.9,"This is a family favorite from the Philippines and is served over rice. Easy to prepare, especially when you are in a hurry.",15 mins,45 mins,1 hr,6,"5 pounds chicken legs and thighs, rinsed and patted dry | ¾ cup water | ¾ cup white vinegar | ¼ cup soy sauce | 1 teaspoon white sugar | 1 onion, chopped | 2 cloves garlic, crushed | 1 teaspoon whole black peppercorns, crushed | 2 bay leaves | salt to taste",https://www.allrecipes.com/thmb/ANQjbLFmC7TehDsU-q0TLMYXgg8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4510809-0b7068d6988246cd954ac950765ef4f2.jpg,15.0,45.0,60.0,0.0,B,"Medium, No-Wait","30 < total ≤ 60 min, no wait",Other
Stuffed Jalapenos,4.4,"These scrumptious jalapeno peppers are stuffed with cheese, wrapped in sausage and baked. They are great for spicing things up at Thanksgiving and are always requested.",,,,20,"2 (7 ounce) cans jalapeno peppers | 6 ounces shredded Mexican-style cheese blend | 1 pound pork sausage, hot | 1 (5.5 ounce) package spicy seasoning coating mix",https://www.allrecipes.com/thmb/PRc1-WHQxzGJz0k7hUaMQLskpUw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/85042-f007fd4c802f4e4caccb42aa168b14cd.jpg,,,,,,,,American
Chex Muddy Buddies,4.9,"Muddy Buddies are a fun, sweet, and crunchy cereal snack mix that's easy to make. Another popular name for this favorite mix is puppy food. Chow down — it's doggone good!",15 mins,,15 mins,18,3 cups Rice Chex cereal | 3 cups Corn Chex cereal | 3 cups Chocolate Chex cereal | 1 cup semisweet chocolate chips | ½ cup peanut butter | ¼ cup butter or margarine | 1 teaspoon vanilla | 1 ½ cups powdered sugar,,15.0,,15.0,0.0,,,,American
Classic Pecan Pie,4.8,"This classic pecan pie recipe combines eggs, corn syrup, vanilla, lots of pecans, and is baked to a burnished golden brown.",5 mins,1 hr 10 mins,3 hrs 15 mins,8,"1 cup Karo Light or Dark Corn Syrup | 3 large eggs | 1 cup sugar | 2 tablespoons butter, melted | 1 teaspoon pure vanilla extract | 1 ½ cups (6 ounces) pecans | 1 (9 inch) unbaked deep dish pie crust",https://www.allrecipes.com/thmb/pazDLhFTD-hrWIgHgJ66G1bzDBI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8524680-classic-pecan-pie-Karo-Corn-Syrup-4x3-1-d2627dcd523941b3bc5970f2c0fdf1de.jpg,5.0,70.0,195.0,120.0,E,Long Wait,Wait time > 30 min,American
Restaurant-Style Coleslaw II,4.6,This delicious recipe turns out slaw just like the famous coleslaw at a popular fried chicken restaurant chain!,15 mins,,2 hrs 15 mins,8,⅓ cup white sugar | ½ teaspoon salt | ⅛ teaspoon pepper | ¼ cup milk | ½ cup mayonnaise | ¼ cup buttermilk | 1 ½ tablespoons distilled white vinegar | 2 ½ tablespoons lemon juice | 8 cups finely chopped cabbage | ¼ cup grated carrots,https://www.allrecipes.com/thmb/tgUK-Y7mSPIY6OKvlQoxWZoS2o8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/658045-64d84427281a4cb5968c2f7d08cc4f31.jpg,15.0,,135.0,120.0,,,,American
Sangria On The Light Side,4.5,"Lots of citrus flavors and sliced fresh fruit make a refreshing red-wine sangria, and this recipe makes enough for a crowd.",,,,20,"1 large Juice of 1 orange | 1 large Juice of 1 lemon | ¼ cup lime juice | 1 (1.5 liter) bottle Burgundy or other red wine | ½ teaspoon Sweet'N Low granulated sugar substitute | 3 ½ cups seltzer | 1 orange, chilled and cut into wedges | 1 lemon, chilled and sliced | ½ cup fresh strawberry slices",https://www.allrecipes.com/thmb/lS8rKDFlXHMFzC7WFSSza042OjU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/985833-bb2ef38228064150ae996a3cb4547cfa.jpg,,,,,,,,Other
Gluten-Free Stuffed Zucchini Blossoms (Fior di Zucca Ripieni),5.0,"Gluten-free stuffed zucchini blossoms (fior di zucca ripieni) are a delicious, time-honored spring recipe from Italy made gluten free, but great for everyone. These will be a hit at any table!",15 mins,5 mins,20 mins,5,1 cup shredded fresh mozzarella cheese | 3 tablespoons grated Parmigiano-Reggiano cheese | 10 zucchini blossoms | 7 tablespoons rice flour | 2 eggs | ¼ cup milk | ¼ cup sparkling water | 2 tablespoons sweet rice flour | salt and ground black pepper to taste | 1 cup oil for frying,https://www.allrecipes.com/thmb/LGLiZZy8Ii3ZqRIVG1SWynCup3Y=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3686513-40c0f39476e143ab9cab68d52f561a66.jpg,15.0,5.0,20.0,0.0,A,"Quick, No-Wait","Total time ≤ 30 min, no wait",Italian
Steak and Cheese Egg Rolls,4.6,Gooey steak and cheese in a fried egg roll. I have also used jambalaya as a substitute and that was excellent as well.,30 mins,12 mins,42 mins,16,"2 pounds shaved steak | 6 slices American cheese | 1 green bell pepper, chopped | 1 red bell pepper, chopped | 1 yellow bell pepper, chopped | salt and ground black pepper to taste | 1 (16 ounce) package egg roll wrappers | 2 cups vegetable oil for frying",https://www.allrecipes.com/thmb/T3lrRA2YpZu7NBIBlYrSjg1xeKI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4510434-b8697adba9264c2ea90c476e2c979bcf.jpg,30.0,12.0,42.0,0.0,B,"Medium, No-Wait","30 < total ≤ 60 min, no wait",American
Yellow Squash and Tofu Stir Fry,4.7,"A great, quick vegetarian dish that includes yellow squash, zucchini, and tofu, making for a beautifully-colored dish. Top with cheese, if desired. You can use butter instead of olive oil, if desired.",20 mins,15 mins,35 mins,3,"1 tablespoon olive oil, or as needed | 3 cloves garlic, minced | 1 yellow squash, cut into bite-size cubes | 1 zucchini, cut into bite-size cubes | 1 (12 ounce) package extra-firm tofu, cut into bite-size cubes | ¼ cup brown sugar | 3 tablespoons soy sauce | 1 tablespoon sriracha sauce | salt and ground black pepper to taste",https://www.allrecipes.com/thmb/yTbHAlX5Mg9EF3NtsDo08nVMuQg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2305269-8a3aacb0f1a240a08143548baf65c04f.jpg,20.0,15.0,35.0,0.0,B,"Medium, No-Wait","30 < total ≤ 60 min, no wait",Chinese
Swedish Rice Pudding,4.4,"This rice pudding, a favorite with Swedes in our Swedish organization, is creamy on top and dense on the bottom. Serve with whipping cream and/or sweetened berries, if desired.",15 mins,1 hr 25 mins,1 hr 40 mins,6,"2 cups water | ½ cup white rice | 2 ⅔ cups whole milk | 3 large eggs, slightly beaten | ½ cup white sugar | 1 (4-serving size) package cook-and-serve vanilla pudding mix | 1 tablespoon butter | ½ teaspoon vanilla extract | ½ teaspoon salt",https://www.allrecipes.com/thmb/C7cxuUtsdE91M73CVdbyisgCoWw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1832879-89e3dcd6e3a6415c877c2d88f4112b03.jpg,15.0,85.0,100.0,0.0,C,"Long, No-Wait","Total time > 60 min, no wait",Other
Chicken Fajita Bake,4.6,I made this recipe at the fire hall and it was a big hit! It is somewhat healthier as well.,30 mins,36 mins,1 hr 6 mins,8,"2 pounds boneless chicken breasts, diced | 1 tablespoon vegetable oil | 1 large tomato, diced | 1 green bell pepper, cut into strips | ½ large onion, cut into strips | ¾ cup water | 2 (1.27 ounce) packets fajita seasoning | 10 (6 inch) corn tortillas, cut in quarters | 1 (16 ounce) can pinto beans, rinsed and drained | 2 cups shredded Cheddar cheese | 1 (16 ounce) can black beans, rinsed and drained | ¼ cup green onions, chopped | ¼ cup chopped cilantro",https://www.allrecipes.com/thmb/yWsJZ5remyYzcVaRTJIfFAe1wf4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4561940-0fa47b5d9c9249748644e73080ae6fd9.jpg,30.0,36.0,66.0,0.0,C,"Long, No-Wait","Total time > 60 min, no wait",Mexican
"Clamato Shrimp ""Ceviche"" Style",5.0,"Cool and tasty, this shrimp ceviche with Clamato is an ideal recipe for warm summer days.",15 mins,,45 mins,4,"2 pounds cooked shrimp | 1 small red onion, thinly sliced | 1 fresh jalapeño chile, seeded and minced | 1 cucumber, peeled, seeded, thinly sliced | ½ bunch cilantro, finely chopped | 2 limes, juiced | ½ cup Clamato Tomato Cocktail",https://www.allrecipes.com/thmb/7eZW-OqF8fP04eaZEfXjqkHNM-8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3991373-272fb0c7133c4dbaad5a19afded2ecd4.jpg,15.0,,45.0,30.0,,,,Mexican
Sloppied Flank Steak Sandwiches,4.4,"I'm not a fan of ground beef, but I like the flavor of sloppy joes. This recipe incorporates the flavor of the classic sandwich with the lean cut of flank steak and the ease of a slow cooker.",10 mins,4 hrs 5 mins,4 hrs 15 mins,6,"1 ½ pounds beef flank steak | 1 tablespoon steak seasoning (such as Montreal Steak Seasoning®) | 1 tablespoon olive oil | ¼ cup brown sugar | 1 small onion, chopped | 1 small red bell pepper, chopped | 1 tablespoon apple cider vinegar | 1 tablespoon Worcestershire sauce | 2 cups tomato sauce | 2 tablespoons tomato paste | 6 hamburger buns, split and toasted",https://www.allrecipes.com/thmb/iInBXsTcUTooRKMm0XRQ7doWrcU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/772304-333a68bc38bf402db2aba51695770a43.jpg,10.0,245.0,255.0,0.0,C,"Long, No-Wait","Total time > 60 min, no wait",American
Greek Chicken Burgers with Feta,4.6,These grilled Greek-style chicken burgers have a surprise feta cheese filling.,15 mins,10 mins,25 mins,5,1 pound ground chicken | ½ cup dry bread crumbs | 1 egg | 1 tablespoon lemon juice | 2 tablespoons chopped sun-dried tomatoes | 1 tablespoon chopped fresh basil | 3 teaspoons chopped fresh oregano | salt and pepper to taste | 2 ounces crumbled feta cheese,https://www.allrecipes.com/thmb/GmIR8xylgh_PptldOttdfd1ZIdQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/290059-f11ca273f8f3450989ec01a8a8cd9d3a.jpg,15.0,10.0,25.0,0.0,A,"Quick, No-Wait","Total time ≤ 30 min, no wait",Other
Grandma's Best Zucchini Bread,4.7,My grandma's zucchini bread recipe is a top-secret family recipe! This spiced moist bread uses dates for a delicious change from ordinary zucchini bread. We like to spread warm slices with softened cream cheese for an extra-special treat.,20 mins,1 hr 10 mins,3 hrs 30 mins,24,"3 cups all-purpose flour | ½ teaspoon baking powder | 1 teaspoon baking soda | 1 teaspoon ground cinnamon | 1 pinch ground nutmeg | 1 pinch ground ginger | 1 pinch ground black pepper | 2 cups white sugar | 1 cup vegetable oil | 3 eggs, beaten | 2 teaspoons vanilla extract | 2 cups shredded zucchini | ½ cup dates, pitted and chopped",https://www.allrecipes.com/thmb/ZWuXxewI_2VlGgS-R8AFNEPKvnw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/147954grandmas-best-zucchini-breadTammyLynn4x3-5fe8c7dcdb34415f9ff227523f801e3c.jpg,20.0,70.0,210.0,120.0,E,Long Wait,Wait time > 30 min,American
Meyer Lemon and Blueberry Cheese Tart,4.9,Luscious lemon cheese filling with blueberry topping.,20 mins,20 mins,2 hrs,16,"4 ½ ounces thin lemon tea cookies (such as Trader Joe's® Meyer Lemon Cookies), crushed | 3 tablespoons butter, melted | 1 pound fresh blueberries | ⅔ cup white sugar | 1 tablespoon cornstarch | 1 (8 ounce) container mascarpone cheese | 3 tablespoons lemon curd | ½ (8 ounce) container frozen whipped topping, thawed",https://www.allrecipes.com/thmb/sNrulI2SNxfgMZQ4l9--lrdc2ns=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/856536-9ba46071b29249d7a05b428d32d29875.jpg,20.0,20.0,120.0,80.0,E,Long Wait,Wait time > 30 min,American
Country Fried Squash,4.7,"This fried squash recipe was my grandmother's and it actually won a Blue Ribbon at the Tennessee State Fair! Be sure to use fresh squash, I use butternut but other squash like yellow squash or zucchini would also be good.",25 mins,15 mins,40 mins,4,"½ cup milk | 1 large egg, beaten | ½ cup all-purpose flour | ½ cup cornmeal | 1 pinch garlic salt | 1 pinch ground black pepper | 1 pinch salt | 1 cup oil for frying | 6 pounds yellow squash, sliced",https://www.allrecipes.com/thmb/ZIzlF3Nlr6AlS45w5fAZVmQb6Yw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/AR-14126-country-fried-squash-DDMFS-beauty-4x3-183896978c954d4489fed35a96385ef0.jpg,25.0,15.0,40.0,0.0,B,"Medium, No-Wait","30 < total ≤ 60 min, no wait",American
